bust,waist,hips,height,body_shape,image_path
105.1,84.7,107.7,178.7,Hourglass,data/model1_body_shape\images\00422.png
97.8,74.1,96.8,167.7,Hourglass,data/model1_body_shape\images\00090.png
98.4,85.1,95.4,164.3,Rectangle,data/model1_body_shape\images\03729.png
97.7,102.6,99.9,159.5,Apple,data/model1_body_shape\images\02236.png
94.8,72.2,93.4,155.3,Hourglass,data/model1_body_shape\images\00670.png
93.6,83.2,96.0,166.5,Rectangle,data/model1_body_shape\images\03040.png
100.7,69.1,103.3,160.6,Hourglass,data/model1_body_shape\images\00026.png
90.4,58.4,94.7,161.0,Hourglass,data/model1_body_shape\images\00429.png
103.2,81.6,106.7,168.7,Hourglass,data/model1_body_shape\images\00683.png
103.5,65.9,91.6,165.4,InvertedTriangle,data/model1_body_shape\images\04463.png
83.6,73.3,81.4,157.5,Rectangle,data/model1_body_shape\images\03945.png
84.9,75.4,82.7,169.2,Rectangle,data/model1_body_shape\images\03523.png
76.3,62.4,92.9,165.5,Pear,data/model1_body_shape\images\01541.png
102.2,105.9,105.8,176.3,Apple,data/model1_body_shape\images\02031.png
97.1,104.4,102.3,173.8,Apple,data/model1_body_shape\images\02232.png
90.6,71.0,73.0,159.4,InvertedTriangle,data/model1_body_shape\images\04120.png
89.1,74.9,83.2,175.7,Rectangle,data/model1_body_shape\images\03235.png
94.8,63.7,96.7,172.4,Hourglass,data/model1_body_shape\images\00254.png
92.4,77.3,103.6,168.1,Pear,data/model1_body_shape\images\01029.png
105.3,93.1,92.0,170.4,InvertedTriangle,data/model1_body_shape\images\04392.png
94.1,80.4,96.9,154.4,Rectangle,data/model1_body_shape\images\03800.png
102.5,80.7,91.0,165.3,InvertedTriangle,data/model1_body_shape\images\04310.png
94.5,90.9,98.8,157.5,Apple,data/model1_body_shape\images\02509.png
89.0,85.3,86.7,154.5,Apple,data/model1_body_shape\images\02292.png
85.7,78.1,101.6,155.0,Pear,data/model1_body_shape\images\01323.png
100.6,84.5,118.3,161.7,Pear,data/model1_body_shape\images\01550.png
107.8,68.7,91.2,153.4,InvertedTriangle,data/model1_body_shape\images\04647.png
94.0,75.4,93.9,162.6,Hourglass,data/model1_body_shape\images\00315.png
87.3,72.2,96.7,159.6,Pear,data/model1_body_shape\images\01242.png
95.3,101.6,99.2,165.8,Apple,data/model1_body_shape\images\02450.png
96.4,90.2,106.6,171.9,Pear,data/model1_body_shape\images\01578.png
109.1,97.0,93.0,155.4,InvertedTriangle,data/model1_body_shape\images\04625.png
89.8,78.4,91.3,156.0,Rectangle,data/model1_body_shape\images\03116.png
89.6,69.9,89.7,156.9,Hourglass,data/model1_body_shape\images\00069.png
101.0,65.5,102.5,154.5,Hourglass,data/model1_body_shape\images\00859.png
95.7,97.5,90.3,165.0,Apple,data/model1_body_shape\images\02753.png
93.1,67.2,108.8,175.2,Pear,data/model1_body_shape\images\01632.png
93.0,72.9,106.7,156.6,Pear,data/model1_body_shape\images\01650.png
105.0,95.2,99.8,146.2,Rectangle,data/model1_body_shape\images\03860.png
85.3,74.0,82.4,161.1,Rectangle,data/model1_body_shape\images\03106.png
107.9,103.2,117.8,155.3,Pear,data/model1_body_shape\images\01074.png
95.2,76.9,82.7,158.3,InvertedTriangle,data/model1_body_shape\images\04001.png
90.8,62.5,84.8,167.3,Hourglass,data/model1_body_shape\images\00787.png
87.4,86.8,83.4,166.0,Apple,data/model1_body_shape\images\02605.png
99.8,89.1,100.4,156.4,Rectangle,data/model1_body_shape\images\03630.png
105.3,106.6,107.3,164.0,Apple,data/model1_body_shape\images\02121.png
106.1,75.5,117.7,155.9,Pear,data/model1_body_shape\images\01874.png
99.0,76.9,101.5,170.1,Hourglass,data/model1_body_shape\images\00811.png
97.4,79.4,101.8,145.0,Hourglass,data/model1_body_shape\images\00387.png
92.0,97.6,95.3,159.6,Apple,data/model1_body_shape\images\02882.png
97.8,63.7,112.9,161.7,Pear,data/model1_body_shape\images\01175.png
90.3,78.4,93.9,160.6,Rectangle,data/model1_body_shape\images\03197.png
96.4,100.4,100.2,160.2,Apple,data/model1_body_shape\images\02623.png
98.4,87.4,114.7,148.5,Pear,data/model1_body_shape\images\01351.png
88.4,60.5,85.7,162.6,Hourglass,data/model1_body_shape\images\00410.png
90.1,68.2,72.3,166.0,InvertedTriangle,data/model1_body_shape\images\04212.png
102.4,74.4,98.3,155.8,Hourglass,data/model1_body_shape\images\00109.png
91.6,72.6,74.9,166.6,InvertedTriangle,data/model1_body_shape\images\04995.png
93.4,86.0,99.0,165.8,Rectangle,data/model1_body_shape\images\03429.png
92.4,88.5,90.7,161.6,Apple,data/model1_body_shape\images\02809.png
90.5,90.0,89.3,149.1,Apple,data/model1_body_shape\images\02594.png
90.1,92.8,85.0,162.4,Apple,data/model1_body_shape\images\02836.png
95.4,95.4,97.1,157.4,Apple,data/model1_body_shape\images\02372.png
90.3,67.5,103.5,157.5,Pear,data/model1_body_shape\images\01235.png
102.8,106.2,100.6,171.8,Apple,data/model1_body_shape\images\02146.png
96.0,67.8,79.1,156.4,InvertedTriangle,data/model1_body_shape\images\04975.png
94.9,60.0,94.7,169.8,Hourglass,data/model1_body_shape\images\00599.png
97.9,86.5,111.8,166.8,Pear,data/model1_body_shape\images\01434.png
104.4,98.6,88.6,171.0,InvertedTriangle,data/model1_body_shape\images\04996.png
92.2,65.1,90.2,156.3,Hourglass,data/model1_body_shape\images\00538.png
83.4,62.2,88.5,154.7,Hourglass,data/model1_body_shape\images\00721.png
109.8,91.6,97.0,172.6,InvertedTriangle,data/model1_body_shape\images\04410.png
83.5,62.1,93.5,162.6,Pear,data/model1_body_shape\images\01872.png
108.7,108.7,111.5,154.9,Apple,data/model1_body_shape\images\02845.png
97.0,103.1,100.0,155.1,Apple,data/model1_body_shape\images\02053.png
88.5,90.6,86.7,166.9,Apple,data/model1_body_shape\images\02907.png
89.1,81.3,85.5,154.8,Apple,data/model1_body_shape\images\02254.png
102.2,91.0,101.9,171.6,Rectangle,data/model1_body_shape\images\03912.png
86.4,59.1,87.2,158.8,Hourglass,data/model1_body_shape\images\00177.png
101.3,100.3,97.5,172.5,Apple,data/model1_body_shape\images\02890.png
97.6,81.2,95.0,175.3,Rectangle,data/model1_body_shape\images\03673.png
89.9,69.8,90.3,165.1,Hourglass,data/model1_body_shape\images\00080.png
91.8,87.4,92.8,161.5,Apple,data/model1_body_shape\images\02561.png
98.2,86.4,113.7,156.6,Pear,data/model1_body_shape\images\01723.png
95.2,68.8,104.6,169.5,Pear,data/model1_body_shape\images\01617.png
103.3,74.6,115.7,163.1,Pear,data/model1_body_shape\images\01654.png
94.7,92.3,90.8,159.4,Apple,data/model1_body_shape\images\02328.png
89.5,66.9,80.1,162.4,InvertedTriangle,data/model1_body_shape\images\04613.png
104.9,60.6,101.8,161.6,Hourglass,data/model1_body_shape\images\00221.png
104.5,68.6,103.7,172.4,Hourglass,data/model1_body_shape\images\00093.png
103.0,107.5,104.1,156.8,Apple,data/model1_body_shape\images\02609.png
81.2,71.3,82.6,154.8,Rectangle,data/model1_body_shape\images\03382.png
109.0,77.0,99.6,161.0,InvertedTriangle,data/model1_body_shape\images\04415.png
104.0,74.1,113.5,167.1,Pear,data/model1_body_shape\images\01397.png
99.7,75.4,86.2,176.9,InvertedTriangle,data/model1_body_shape\images\04686.png
87.6,63.2,96.8,167.0,Pear,data/model1_body_shape\images\01292.png
98.8,102.6,101.6,162.7,Apple,data/model1_body_shape\images\02164.png
109.8,113.7,114.0,165.2,Apple,data/model1_body_shape\images\02939.png
94.5,83.6,95.9,156.8,Rectangle,data/model1_body_shape\images\03668.png
94.8,59.8,92.7,159.6,Hourglass,data/model1_body_shape\images\00812.png
90.5,75.3,102.0,167.9,Pear,data/model1_body_shape\images\01258.png
101.2,69.6,99.9,160.7,Hourglass,data/model1_body_shape\images\00889.png
87.9,84.5,104.9,168.1,Pear,data/model1_body_shape\images\01451.png
94.5,78.1,91.0,156.5,Rectangle,data/model1_body_shape\images\03316.png
104.5,104.9,108.7,162.9,Apple,data/model1_body_shape\images\02559.png
87.3,81.0,92.1,166.9,Rectangle,data/model1_body_shape\images\03574.png
92.5,86.4,93.6,163.9,Apple,data/model1_body_shape\images\02680.png
95.7,85.4,86.2,163.1,InvertedTriangle,data/model1_body_shape\images\04651.png
106.7,97.2,97.4,165.1,InvertedTriangle,data/model1_body_shape\images\04811.png
95.1,81.8,81.9,169.1,InvertedTriangle,data/model1_body_shape\images\04679.png
97.8,92.8,94.7,159.1,Apple,data/model1_body_shape\images\02964.png
106.7,102.3,101.1,165.2,Apple,data/model1_body_shape\images\02672.png
105.7,60.7,105.2,155.9,Hourglass,data/model1_body_shape\images\00561.png
102.8,96.4,104.2,158.4,Apple,data/model1_body_shape\images\02778.png
106.6,99.2,101.1,152.2,Apple,data/model1_body_shape\images\02948.png
96.9,90.6,91.4,151.0,Apple,data/model1_body_shape\images\02817.png
97.1,96.9,98.9,163.7,Apple,data/model1_body_shape\images\02758.png
98.1,89.1,114.7,154.8,Pear,data/model1_body_shape\images\01756.png
99.0,58.2,105.0,162.9,Hourglass,data/model1_body_shape\images\00724.png
93.2,63.1,89.6,164.0,Hourglass,data/model1_body_shape\images\00219.png
102.6,85.9,90.4,165.0,InvertedTriangle,data/model1_body_shape\images\04139.png
86.4,77.1,89.6,154.5,Rectangle,data/model1_body_shape\images\03957.png
81.9,79.3,97.5,156.0,Pear,data/model1_body_shape\images\01588.png
83.9,73.8,82.6,160.2,Rectangle,data/model1_body_shape\images\03347.png
85.9,69.7,80.9,155.6,Rectangle,data/model1_body_shape\images\03970.png
106.5,83.1,95.8,157.8,InvertedTriangle,data/model1_body_shape\images\04707.png
88.1,60.0,93.4,158.8,Hourglass,data/model1_body_shape\images\00043.png
96.0,80.9,96.0,159.3,Rectangle,data/model1_body_shape\images\03001.png
98.4,75.5,94.2,158.6,Hourglass,data/model1_body_shape\images\00210.png
82.1,60.0,79.7,172.1,Hourglass,data/model1_body_shape\images\00677.png
84.2,60.4,79.1,155.6,Hourglass,data/model1_body_shape\images\00354.png
85.1,66.7,98.8,164.5,Pear,data/model1_body_shape\images\01433.png
89.9,66.7,95.1,166.4,Hourglass,data/model1_body_shape\images\00949.png
91.8,94.6,86.4,161.7,Apple,data/model1_body_shape\images\02843.png
105.7,63.2,102.2,158.2,Hourglass,data/model1_body_shape\images\00577.png
104.3,88.8,105.6,173.8,Rectangle,data/model1_body_shape\images\03928.png
95.5,59.1,98.2,155.4,Hourglass,data/model1_body_shape\images\00544.png
93.7,65.3,93.4,164.5,Hourglass,data/model1_body_shape\images\00367.png
86.9,82.1,101.2,160.3,Pear,data/model1_body_shape\images\01612.png
92.3,83.2,89.5,165.6,Rectangle,data/model1_body_shape\images\03550.png
101.9,90.9,96.9,154.6,Rectangle,data/model1_body_shape\images\03716.png
100.1,92.0,101.9,162.2,Rectangle,data/model1_body_shape\images\03779.png
85.4,61.4,84.8,172.2,Hourglass,data/model1_body_shape\images\00135.png
111.8,70.1,102.6,166.6,InvertedTriangle,data/model1_body_shape\images\04480.png
101.6,92.8,114.7,158.2,Pear,data/model1_body_shape\images\01437.png
99.9,77.7,97.1,152.4,Hourglass,data/model1_body_shape\images\00047.png
90.5,88.4,104.6,160.6,Pear,data/model1_body_shape\images\01360.png
105.3,72.5,100.5,162.6,Hourglass,data/model1_body_shape\images\00734.png
89.5,62.9,102.4,157.5,Pear,data/model1_body_shape\images\01534.png
91.5,85.8,92.9,166.4,Apple,data/model1_body_shape\images\02004.png
84.9,69.5,80.2,149.9,Rectangle,data/model1_body_shape\images\03795.png
87.1,83.4,85.2,175.9,Apple,data/model1_body_shape\images\02519.png
107.3,98.3,116.8,165.4,Pear,data/model1_body_shape\images\01972.png
88.0,59.0,87.4,152.0,Hourglass,data/model1_body_shape\images\00996.png
96.5,70.4,101.0,158.3,Hourglass,data/model1_body_shape\images\00061.png
81.7,79.6,96.6,168.8,Pear,data/model1_body_shape\images\01108.png
87.5,84.7,88.1,169.9,Apple,data/model1_body_shape\images\02405.png
91.0,68.8,96.9,167.9,Hourglass,data/model1_body_shape\images\00095.png
87.4,60.1,81.9,158.8,Hourglass,data/model1_body_shape\images\00478.png
102.7,73.4,90.4,172.2,InvertedTriangle,data/model1_body_shape\images\04359.png
91.6,72.3,74.4,157.7,InvertedTriangle,data/model1_body_shape\images\04112.png
81.5,69.6,84.9,164.0,Rectangle,data/model1_body_shape\images\03707.png
88.6,63.0,100.3,158.7,Pear,data/model1_body_shape\images\01101.png
95.0,96.9,99.8,158.1,Apple,data/model1_body_shape\images\02746.png
96.4,101.0,98.8,160.2,Apple,data/model1_body_shape\images\02170.png
84.3,61.1,80.3,162.7,Hourglass,data/model1_body_shape\images\00322.png
100.7,87.0,91.1,168.7,InvertedTriangle,data/model1_body_shape\images\04254.png
92.3,81.1,88.7,154.4,Rectangle,data/model1_body_shape\images\03142.png
98.4,88.7,92.6,168.9,Rectangle,data/model1_body_shape\images\03537.png
95.8,91.7,84.4,152.9,InvertedTriangle,data/model1_body_shape\images\04925.png
87.2,86.5,87.5,158.3,Apple,data/model1_body_shape\images\02924.png
92.6,69.8,104.5,163.3,Pear,data/model1_body_shape\images\01149.png
92.6,80.8,89.3,171.0,Rectangle,data/model1_body_shape\images\03617.png
88.2,64.1,91.2,162.0,Hourglass,data/model1_body_shape\images\00291.png
96.9,81.8,96.5,165.9,Rectangle,data/model1_body_shape\images\03749.png
99.0,92.8,102.5,163.7,Rectangle,data/model1_body_shape\images\03586.png
105.9,60.8,109.1,157.0,Hourglass,data/model1_body_shape\images\00533.png
103.7,91.0,105.1,157.6,Rectangle,data/model1_body_shape\images\03607.png
105.7,110.0,111.1,169.3,Apple,data/model1_body_shape\images\02648.png
99.6,94.0,87.1,163.7,InvertedTriangle,data/model1_body_shape\images\04810.png
82.5,66.3,95.8,168.0,Pear,data/model1_body_shape\images\01983.png
110.3,114.1,116.2,165.9,Apple,data/model1_body_shape\images\02932.png
100.8,84.9,112.1,152.6,Pear,data/model1_body_shape\images\01536.png
89.8,68.0,71.9,163.4,InvertedTriangle,data/model1_body_shape\images\04534.png
101.6,86.2,84.4,162.0,InvertedTriangle,data/model1_body_shape\images\04172.png
91.9,85.1,94.9,161.3,Rectangle,data/model1_body_shape\images\03360.png
85.0,70.2,82.8,158.0,Rectangle,data/model1_body_shape\images\03665.png
111.9,74.3,96.4,165.1,InvertedTriangle,data/model1_body_shape\images\04005.png
80.3,66.0,78.2,163.9,Rectangle,data/model1_body_shape\images\03626.png
83.2,64.2,83.0,165.5,Hourglass,data/model1_body_shape\images\00586.png
81.7,71.4,76.9,159.8,Rectangle,data/model1_body_shape\images\03256.png
96.2,100.0,95.3,164.9,Apple,data/model1_body_shape\images\02298.png
92.6,78.4,87.5,146.8,Rectangle,data/model1_body_shape\images\03988.png
95.2,72.5,94.3,175.5,Hourglass,data/model1_body_shape\images\00584.png
92.5,94.6,94.3,168.9,Apple,data/model1_body_shape\images\02423.png
103.6,84.0,117.5,163.9,Pear,data/model1_body_shape\images\01391.png
103.4,87.4,88.1,160.6,InvertedTriangle,data/model1_body_shape\images\04525.png
97.1,91.5,81.1,166.6,InvertedTriangle,data/model1_body_shape\images\04920.png
91.7,86.3,75.6,151.8,InvertedTriangle,data/model1_body_shape\images\04800.png
81.9,71.5,77.7,161.2,Rectangle,data/model1_body_shape\images\03240.png
111.9,94.8,101.0,156.3,InvertedTriangle,data/model1_body_shape\images\04281.png
83.3,71.4,87.9,166.9,Rectangle,data/model1_body_shape\images\03338.png
89.6,75.8,84.4,156.3,Rectangle,data/model1_body_shape\images\03220.png
110.6,110.4,114.9,158.4,Apple,data/model1_body_shape\images\02111.png
105.6,71.8,117.7,155.0,Pear,data/model1_body_shape\images\01174.png
102.4,73.1,92.2,168.4,InvertedTriangle,data/model1_body_shape\images\04862.png
87.5,78.5,91.6,157.1,Rectangle,data/model1_body_shape\images\03811.png
101.1,68.4,113.6,149.0,Pear,data/model1_body_shape\images\01867.png
106.2,109.9,106.4,159.3,Apple,data/model1_body_shape\images\02614.png
82.8,74.4,86.4,152.8,Rectangle,data/model1_body_shape\images\03866.png
102.1,74.5,87.5,166.2,InvertedTriangle,data/model1_body_shape\images\04885.png
88.2,77.2,86.0,162.4,Rectangle,data/model1_body_shape\images\03778.png
90.8,81.2,96.8,164.9,Rectangle,data/model1_body_shape\images\03846.png
90.7,92.1,92.2,162.7,Apple,data/model1_body_shape\images\02416.png
83.0,58.8,79.2,176.7,Hourglass,data/model1_body_shape\images\00070.png
91.7,67.6,79.5,166.2,InvertedTriangle,data/model1_body_shape\images\04880.png
92.8,62.9,102.3,167.7,Pear,data/model1_body_shape\images\01126.png
101.7,82.0,90.6,163.5,InvertedTriangle,data/model1_body_shape\images\04024.png
101.5,90.1,99.7,172.3,Rectangle,data/model1_body_shape\images\03250.png
99.5,89.8,104.9,155.8,Rectangle,data/model1_body_shape\images\03901.png
83.2,72.3,99.2,163.7,Pear,data/model1_body_shape\images\01095.png
89.0,65.4,73.8,155.0,InvertedTriangle,data/model1_body_shape\images\04545.png
84.8,79.6,101.5,151.5,Pear,data/model1_body_shape\images\01212.png
99.1,92.4,102.8,164.7,Rectangle,data/model1_body_shape\images\03921.png
97.4,88.3,112.1,163.6,Pear,data/model1_body_shape\images\01425.png
102.7,89.5,102.8,169.9,Rectangle,data/model1_body_shape\images\03066.png
89.5,68.3,80.2,160.7,InvertedTriangle,data/model1_body_shape\images\04519.png
103.0,99.7,103.0,162.2,Apple,data/model1_body_shape\images\02100.png
89.4,58.6,90.2,152.4,Hourglass,data/model1_body_shape\images\00807.png
103.9,94.1,90.1,165.4,InvertedTriangle,data/model1_body_shape\images\04743.png
102.1,88.0,98.6,149.4,Rectangle,data/model1_body_shape\images\03750.png
100.6,67.2,117.6,163.0,Pear,data/model1_body_shape\images\01362.png
103.1,104.1,107.0,165.3,Apple,data/model1_body_shape\images\02317.png
107.9,75.6,94.2,162.7,InvertedTriangle,data/model1_body_shape\images\04581.png
88.7,66.0,77.3,155.5,InvertedTriangle,data/model1_body_shape\images\04741.png
92.7,62.6,106.3,161.8,Pear,data/model1_body_shape\images\01025.png
86.2,72.4,88.2,167.7,Rectangle,data/model1_body_shape\images\03109.png
103.7,102.5,101.1,152.2,Apple,data/model1_body_shape\images\02110.png
106.2,66.3,116.8,159.5,Pear,data/model1_body_shape\images\01041.png
92.7,87.3,104.3,156.4,Pear,data/model1_body_shape\images\01876.png
94.5,70.8,92.0,152.8,Hourglass,data/model1_body_shape\images\00881.png
94.5,86.5,80.6,161.8,InvertedTriangle,data/model1_body_shape\images\04299.png
88.6,80.0,105.0,160.6,Pear,data/model1_body_shape\images\01192.png
98.8,88.7,83.7,175.2,InvertedTriangle,data/model1_body_shape\images\04587.png
110.3,80.7,93.1,163.9,InvertedTriangle,data/model1_body_shape\images\04510.png
93.0,82.8,93.7,161.6,Rectangle,data/model1_body_shape\images\03670.png
102.1,62.9,97.8,157.1,Hourglass,data/model1_body_shape\images\00624.png
103.8,98.0,98.4,164.2,Apple,data/model1_body_shape\images\02796.png
111.9,65.4,101.0,169.4,InvertedTriangle,data/model1_body_shape\images\04291.png
108.6,85.0,96.4,161.2,InvertedTriangle,data/model1_body_shape\images\04968.png
84.4,62.7,81.6,156.7,Hourglass,data/model1_body_shape\images\00233.png
109.7,95.3,96.7,157.4,InvertedTriangle,data/model1_body_shape\images\04566.png
91.6,65.4,109.4,153.8,Pear,data/model1_body_shape\images\01662.png
89.3,68.1,90.8,161.9,Hourglass,data/model1_body_shape\images\00415.png
100.6,67.1,85.0,160.0,InvertedTriangle,data/model1_body_shape\images\04246.png
90.3,84.6,89.0,171.5,Apple,data/model1_body_shape\images\02173.png
98.9,90.8,110.8,146.9,Pear,data/model1_body_shape\images\01456.png
100.0,77.2,97.5,163.6,Hourglass,data/model1_body_shape\images\00746.png
82.7,59.3,82.0,160.7,Hourglass,data/model1_body_shape\images\00017.png
105.5,62.4,115.1,145.0,Pear,data/model1_body_shape\images\01200.png
100.7,75.6,118.7,152.3,Pear,data/model1_body_shape\images\01699.png
84.4,73.1,83.3,151.2,Rectangle,data/model1_body_shape\images\03253.png
101.0,80.3,104.1,153.7,Hourglass,data/model1_body_shape\images\00596.png
84.9,74.6,88.6,161.3,Rectangle,data/model1_body_shape\images\03226.png
99.1,93.5,87.0,162.2,InvertedTriangle,data/model1_body_shape\images\04405.png
90.2,77.5,75.2,160.5,InvertedTriangle,data/model1_body_shape\images\04719.png
83.7,68.6,96.3,181.0,Pear,data/model1_body_shape\images\01505.png
81.5,77.6,97.5,163.7,Pear,data/model1_body_shape\images\01412.png
100.6,92.9,114.8,155.2,Pear,data/model1_body_shape\images\01965.png
92.3,71.9,93.9,162.6,Hourglass,data/model1_body_shape\images\00371.png
85.9,62.9,101.1,157.4,Pear,data/model1_body_shape\images\01340.png
